"","Channel 1 Last (F)","Channel 1 Ave. (F)","Channel 1 Min. (F)","Channel 1 Max. (F)"
"00:32:19","","","",""
"00:32:20","","","",""
"00:32:21","","","",""
"00:32:22","","","",""
"00:32:23","","","",""
"00:32:24","","","",""
"00:32:25","","","",""
"00:32:26","","","",""
"00:32:27","","","",""
"00:32:28","","","",""
"00:32:29","","","",""
"00:32:30","","","",""
"00:32:31","","","",""
"00:32:32","","","",""
"00:32:33","","","",""
"00:32:34","","","",""
"00:32:35","","","",""
"00:32:36","","","",""
"00:32:37","","","",""
"00:32:38","","","",""
"00:32:39","","","",""
"00:32:40","","","",""
"00:32:41","","","",""
"00:32:42","","","",""
"00:32:43","","","",""
"00:32:44","","","",""
"00:32:45","","","",""
"00:32:46","","","",""
"00:32:47","","","",""
"00:32:48","","","",""
"00:32:49","","","",""
"00:32:50","","","",""
"00:32:51","","","",""
"00:32:52","","","",""
"00:32:53","","","",""
"00:32:54","","","",""
"00:32:55","","","",""
"00:32:56","","","",""
"00:32:57","","","",""
"00:32:58","","","",""
"00:32:59","","","",""
"00:33:00","","","",""
"00:33:01","","","",""
"00:33:02","","","",""
"00:33:03","","","",""
"00:33:04","","","",""
"00:33:05","","","",""
"00:33:06","","","",""
"00:33:07","","","",""
"00:33:08","","","",""
"00:33:09","","","",""
"00:33:10","","","",""
"00:33:11","","","",""
"00:33:12","","","",""
"00:33:13","","","",""
"00:33:14","","","",""
"00:33:15","","","",""
"00:33:16","","","",""
"00:33:17","","","",""
"00:33:18","","","",""
"00:33:19","","","",""
"00:33:20","","","",""
"00:33:21","","","",""
"00:33:22","","","",""
"00:33:23","","","",""
"00:33:24","","","",""
"00:33:25","","","",""
"00:33:26","","","",""
"00:33:27","","","",""
"00:33:28","","","",""
"00:33:29","","","",""
"00:33:30","","","",""
"00:33:31","","","",""
"00:33:32","","","",""
"00:33:33","","","",""
"00:33:34","","","",""
"00:33:35","","","",""
"00:33:36","","","",""
"00:33:37","","","",""
"00:33:38","","","",""
"00:33:39","","","",""
"00:33:40","","","",""
"00:33:41","","","",""
"00:33:42","","","",""
"00:33:43","","","",""
"00:33:44","","","",""
"00:33:45","","","",""
"00:33:46","","","",""
"00:33:47","","","",""
"00:33:48","","","",""
"00:33:49","","","",""
"00:33:50","","","",""
"00:33:51","","","",""
"00:33:52","","","",""
"00:33:53","","","",""
"00:33:54","","","",""
"00:33:55","","","",""
"00:33:56","","","",""
"00:33:57","","","",""
"00:33:58","","","",""
"00:33:59","","","",""
"00:34:00","","","",""
"00:34:01","","","",""
"00:34:02","","","",""
"00:34:03","","","",""
"00:34:04","","","",""
"00:34:05","","","",""
"00:34:06","","","",""
"00:34:07","","","",""
"00:34:08","","","",""
"00:34:09","","","",""
"00:34:10","","","",""
"00:34:11","","","",""
"00:34:12","","","",""
"00:34:13","","","",""
"00:34:14","","","",""
"00:34:15","","","",""
"00:34:16","","","",""
"00:34:17","","","",""
"00:34:18","","","",""
"00:34:19","","","",""
"00:34:20","","","",""
"00:34:21","","","",""
"00:34:22","","","",""
"00:34:23","","","",""
"00:34:24","","","",""
"00:34:25","","","",""
"00:34:26","","","",""
"00:34:27","","","",""
"00:34:28","","","",""
"00:34:29","","","",""
"00:34:30","","","",""
"00:34:31","","","",""
"00:34:32","","","",""
"00:34:33","","","",""
"00:34:34","","","",""
"00:34:35","","","",""
"00:34:36","","","",""
"00:34:37","","","",""
"00:34:38","","","",""
"00:34:39","","","",""
"00:34:40","","","",""
"00:34:41","","","",""
"00:34:42","","","",""
"00:34:43","","","",""
"00:34:44","","","",""
"00:34:45","","","",""
"00:34:46","","","",""
"00:34:47","","","",""
"00:34:48","","","",""
"00:34:49","","","",""
"00:34:50","","","",""
"00:34:51","","","",""
"00:34:52","","","",""
"00:34:53","","","",""
"00:34:54","","","",""
"00:34:55","","","",""
"00:34:56","","","",""
"00:34:57","","","",""
"00:34:58","","","",""
"00:34:59","","","",""
"00:35:00","","","",""
"00:35:01","","","",""
"00:35:02","","","",""
"00:35:03","","","",""
"00:35:04","","","",""
"00:35:05","","","",""
"00:35:06","","","",""
"00:35:07","","","",""
"00:35:08","","","",""
"00:35:09","","","",""
"00:35:10","","","",""
"00:35:11","","","",""
"00:35:12","","","",""
"00:35:13","","","",""
"00:35:14","","","",""
"00:35:15","","","",""
"00:35:16","","","",""
"00:35:17","","","",""
"00:35:18","","","",""
"00:35:19","","","",""
"00:35:20","","","",""
"00:35:21","","","",""
"00:35:22","","","",""
"00:35:23","","","",""
"00:35:24","","","",""
"00:35:25","","","",""
"00:35:26","","","",""
"00:35:27","","","",""
"00:35:28","","","",""
"00:35:29","","","",""
"00:35:30","","","",""
"00:35:31","","","",""
"00:35:32","","","",""
"00:35:33","","","",""
"00:35:34","","","",""
"00:35:35","","","",""
"00:35:36","","","",""
"00:35:37","","","",""
"00:35:38","","","",""
"00:35:39","","","",""
"00:35:40","","","",""
"00:35:41","","","",""
"00:35:42","","","",""
"00:35:43","","","",""
"00:35:44","","","",""
"00:35:45","","","",""
"00:35:46","","","",""
"00:35:47","","","",""
"00:35:48","","","",""
"00:35:49","","","",""
"00:35:50","","","",""
"00:35:51","","","",""
"00:35:52","","","",""
"00:35:53","","","",""
"00:35:54","","","",""
"00:35:55","","","",""
"00:35:56","","","",""
"00:35:57","","","",""
"00:35:58","","","",""
"00:35:59","","","",""
"00:36:00","","","",""
"00:36:01","","","",""
"00:36:02","","","",""
"00:36:03","","","",""
"00:36:04","","","",""
"00:36:05","","","",""
"00:36:06","","","",""
"00:36:07","","","",""
"00:36:08","","","",""
"00:36:09","","","",""
"00:36:10","","","",""
"00:36:11","","","",""
"00:36:12","","","",""
"00:36:13","","","",""
"00:36:14","","","",""
"00:36:15","","","",""
"00:36:16","","","",""
"00:36:17","","","",""
"00:36:18","","","",""
"00:36:19","","","",""
"00:36:20","","","",""
"00:36:21","","","",""
"00:36:22","","","",""
"00:36:23","","","",""
"00:36:24","","","",""
"00:36:25","","","",""
"00:36:26","","","",""
"00:36:27","","","",""
"00:36:28","","","",""
"00:36:29","","","",""
"00:36:30","","","",""
"00:36:31","","","",""
"00:36:32","","","",""
"00:36:33","","","",""
"00:36:34","","","",""
"00:36:35","","","",""
"00:36:36","","","",""
"00:36:37","","","",""
"00:36:38","","","",""
"00:36:39","","","",""
"00:36:40","","","",""
"00:36:41","","","",""
"00:36:42","","","",""
"00:36:43","","","",""
"00:36:44","","","",""
"00:36:45","","","",""
"00:36:46","","","",""
"00:36:47","","","",""
"00:36:48","","","",""
"00:36:49","","","",""
"00:36:50","","","",""
"00:36:51","","","",""
"00:36:52","","","",""
"00:36:53","","","",""
"00:36:54","","","",""
"00:36:55","","","",""
"00:36:56","","","",""
"00:36:57","","","",""
"00:36:58","","","",""
"00:36:59","","","",""
"00:37:00","","","",""
"00:37:01","","","",""
"00:37:02","","","",""
"00:37:03","","","",""
"00:37:04","","","",""
"00:37:05","","","",""
"00:37:06","","","",""
"00:37:07","","","",""
"00:37:08","","","",""
"00:37:09","","","",""
"00:37:10","","","",""
"00:37:11","","","",""
"00:37:12","","","",""
"00:37:13","","","",""
"00:37:14","","","",""
"00:37:15","","","",""
"00:37:16","","","",""
"00:37:17","","","",""
"00:37:18","","","",""
"00:37:19","","","",""
"00:37:20","","","",""
"00:37:21","","","",""
"00:37:22","","","",""
"00:37:23","","","",""
"00:37:24","","","",""
"00:37:25","","","",""
"00:37:26","","","",""
"00:37:27","","","",""
"00:37:28","","","",""
"00:37:29","","","",""
"00:37:30","","","",""
"00:37:31","","","",""
"00:37:32","","","",""
"00:37:33","","","",""
"00:37:34","","","",""
"00:37:35","","","",""
"00:37:36","","","",""
"00:37:37","","","",""
"00:37:38","","","",""
"00:37:39","","","",""
"00:37:40","","","",""
"00:37:41","","","",""
"00:37:42","","","",""
"00:37:43","","","",""
"00:37:44","","","",""
"00:37:45","","","",""
"00:37:46","","","",""
"00:37:47","","","",""
"00:37:48","","","",""
"00:37:49","","","",""
"00:37:50","","","",""
"00:37:51","","","",""
"00:37:52","","","",""
"00:37:53","","","",""
"00:37:54","","","",""
"00:37:55","","","",""
"00:37:56","","","",""
"00:37:57","","","",""
"00:37:58","","","",""
"00:37:59","","","",""
"00:38:00","","","",""
"00:38:01","","","",""
"00:38:02","","","",""
"00:38:03","","","",""
"00:38:04","","","",""
"00:38:05","","","",""
"00:38:06","","","",""
"00:38:07","","","",""
"00:38:08","","","",""
"00:38:09","","","",""
"00:38:10","","","",""
"00:38:11","","","",""
"00:38:12","","","",""
"00:38:13","","","",""
"00:38:14","","","",""
"00:38:15","","","",""
"00:38:16","","","",""
"00:38:17","","","",""
"00:38:18","","","",""
"00:38:19","","","",""
"00:38:20","","","",""
"00:38:21","","","",""
"00:38:22","","","",""
"00:38:23","","","",""
"00:38:24","","","",""
"00:38:25","","","",""
"00:38:26","","","",""
"00:38:27","","","",""
"00:38:28","","","",""
"00:38:29","","","",""
"00:38:30","","","",""
"00:38:31","","","",""
"00:38:32","","","",""
"00:38:33","","","",""
"00:38:34","","","",""
"00:38:35","","","",""
"00:38:36","","","",""
"00:38:37","","","",""
"00:38:38","","","",""
"00:38:39","","","",""
"00:38:40","","","",""
"00:38:41","","","",""
"00:38:42","","","",""
"00:38:43","","","",""
"00:38:44","","","",""
"00:38:45","","","",""
"00:38:46","","","",""
"00:38:47","","","",""
"00:38:48","","","",""
"00:38:49","","","",""
"00:38:50","","","",""
"00:38:51","","","",""
"00:38:52","","","",""
"00:38:53","","","",""
"00:38:54","","","",""
"00:38:55","","","",""
"00:38:56","","","",""
"00:38:57","","","",""
"00:38:58","","","",""
"00:38:59","","","",""
"00:39:00","","","",""
"00:39:01","","","",""
"00:39:02","","","",""
"00:39:03","","","",""
"00:39:04","","","",""
"00:39:05","","","",""
"00:39:06","","","",""
"00:39:07","","","",""
"00:39:08","","","",""
"00:39:09","","","",""
"00:39:10","","","",""
"00:39:11","","","",""
"00:39:12","","","",""
"00:39:13","","","",""
"00:39:14","","","",""
"00:39:15","","","",""
"00:39:16","","","",""
"00:39:17","","","",""
"00:39:18","","","",""
"00:39:19","","","",""
"00:39:20","","","",""
"00:39:21","","","",""
"00:39:22","","","",""
"00:39:23","","","",""
"00:39:24","","","",""
"00:39:25","","","",""
"00:39:26","","","",""
"00:39:27","","","",""
"00:39:28","","","",""
"00:39:29","","","",""
"00:39:30","","","",""
"00:39:31","","","",""
"00:39:32","","","",""
"00:39:33","","","",""
"00:39:34","","","",""
"00:39:35","","","",""
"00:39:36","","","",""
"00:39:37","","","",""
"00:39:38","","","",""
"00:39:39","","","",""
"00:39:40","","","",""
"00:39:41","","","",""
"00:39:42","","","",""
"00:39:43","","","",""
"00:39:44","","","",""
"00:39:45","","","",""
"00:39:46","","","",""
"00:39:47","","","",""
"00:39:48","","","",""
"00:39:49","","","",""
"00:39:50","","","",""
"00:39:51","","","",""
"00:39:52","","","",""
"00:39:53","","","",""
"00:39:54","","","",""
"00:39:55","","","",""
"00:39:56","","","",""
"00:39:57","","","",""
"00:39:58","","","",""
"00:39:59","","","",""
"00:40:00","","","",""
"00:40:01","","","",""
"00:40:02","","","",""
"00:40:03","","","",""
"00:40:04","","","",""
"00:40:05","","","",""
"00:40:06","","","",""
"00:40:07","","","",""
"00:40:08","","","",""
"00:40:09","","","",""
"00:40:10","","","",""
"00:40:11","","","",""
"00:40:12","","","",""
"00:40:13","","","",""
"00:40:14","","","",""
"00:40:15","","","",""
"00:40:16","","","",""
"00:40:17","","","",""
"00:40:18","","","",""
"00:40:19","","","",""
"00:40:20","","","",""
"00:40:21","","","",""
"00:40:22","","","",""
"00:40:23","","","",""
"00:40:24","","","",""
"00:40:25","","","",""
"00:40:26","","","",""
"00:40:27","","","",""
"00:40:28","","","",""
"00:40:29","","","",""
"00:40:30","","","",""
"00:40:31","","","",""
"00:40:32","","","",""
"00:40:33","","","",""
"00:40:34","","","",""
"00:40:35","","","",""
"00:40:36","","","",""
"00:40:37","","","",""
"00:40:38","","","",""
"00:40:39","","","",""
"00:40:40","","","",""
"00:40:41","","","",""
"00:40:42","","","",""
"00:40:43","","","",""
"00:40:44","","","",""
"00:40:45","","","",""
"00:40:46","","","",""
"00:40:47","","","",""
"00:40:48","","","",""
"00:40:49","","","",""
"00:40:50","","","",""
"00:40:51","","","",""
"00:40:52","","","",""
"00:40:53","","","",""
"00:40:54","","","",""
"00:40:55","","","",""
"00:40:56","","","",""
"00:40:57","","","",""
"00:40:58","73.006","73.001","72.996","73.006"
"00:40:59","73.038","73.024","73.009","73.038"
"00:41:00","73.071","73.056","73.041","73.071"
"00:41:01","73.067","73.069","73.067","73.074"
"00:41:02","73.037","73.054","73.037","73.067"
"00:41:03","73.013","73.021","73.013","73.033"
"00:41:04","73.011","73.010","73.006","73.013"
"00:41:05","72.987","73.000","72.987","73.013"
"00:41:06","72.964","72.974","72.964","72.982"
"00:41:07","72.949","72.953","72.949","72.959"
"00:41:08","72.932","72.936","72.932","72.945"
"00:41:09","72.931","72.932","72.931","72.932"
"00:41:10","","","",""
"00:41:11","","","",""
"00:41:12","","","",""
"00:41:13","","","",""
"00:41:14","","","",""
"00:41:15","","","",""
"00:41:16","","","",""
"00:41:17","","","",""
"00:41:18","","","",""
"00:41:19","","","",""
"00:41:20","72.637","72.634","72.631","72.637"
"00:41:21","72.669","72.655","72.640","72.669"
"00:41:22","72.701","72.687","72.672","72.701"
"00:41:23","72.688","72.692","72.688","72.698"
"00:41:24","72.654","72.663","72.654","72.678"
"00:41:25","72.654","72.653","72.641","72.661"
"00:41:26","72.660","72.655","72.647","72.660"
"00:41:27","72.627","72.644","72.627","72.657"
"00:41:28","72.620","72.629","72.613","72.640"
"00:41:29","72.626","72.622","72.613","72.626"
"00:41:30","72.619","72.623","72.612","72.632"
"00:41:31","72.612","72.610","72.605","72.612"
"00:41:32","72.618","72.607","72.598","72.618"
"00:41:33","72.611","72.613","72.604","72.624"
"00:41:34","72.597","72.600","72.591","72.608"
"00:41:35","72.577","72.582","72.577","72.594"
"00:41:36","72.570","72.571","72.570","72.574"
"00:41:37","72.570","72.563","72.557","72.570"
"00:41:38","72.530","72.550","72.530","72.567"
"00:41:39","72.549","72.544","72.530","72.549"
"00:41:40","72.536","72.535","72.529","72.543"
"00:41:41","72.522","72.528","72.522","72.535"
"00:41:42","72.502","72.508","72.502","72.515"
"00:41:43","72.501","72.506","72.501","72.515"
"00:41:44","72.488","72.497","72.481","72.515"
"00:41:45","72.481","72.481","72.474","72.488"
"00:41:46","72.487","72.486","72.474","72.494"
"00:41:47","72.506","72.493","72.480","72.506"
"00:41:48","72.460","72.483","72.460","72.500"
"00:41:49","72.466","72.461","72.447","72.466"
"00:41:50","72.446","72.456","72.446","72.466"
"00:41:51","72.439","72.447","72.439","72.459"
"00:41:52","72.458","72.446","72.439","72.458"
"00:41:53","72.425","72.440","72.425","72.452"
"00:41:54","72.431","72.423","72.418","72.431"
"00:41:55","72.437","72.429","72.424","72.437"
"00:41:56","72.430","72.436","72.424","72.444"
"00:41:57","72.424","72.429","72.424","72.437"
"00:41:58","72.417","72.417","72.410","72.424"
"00:41:59","72.410","72.405","72.397","72.410"
"00:42:00","72.402","72.406","72.402","72.409"
"00:42:01","72.389","72.395","72.389","72.402"
"00:42:02","72.382","72.380","72.376","72.389"
"00:42:03","72.388","72.383","72.375","72.388"
"00:42:04","72.375","72.386","72.375","72.395"
"00:42:05","72.368","72.370","72.348","72.388"
